material_type,weight_g,moisture_pct,size_cm,is_contaminated,recyclable,recommended_bin
metal,140.1,55.42,5.46,0,1,recyclable
glass,90.5,55.88,14.96,1,1,recyclable
glass,90.87,70.7,14.85,0,1,recyclable
e-waste,127.44,17.75,8.92,0,0,hazardous
glass,82.45,25.22,6.49,0,1,recyclable
organic,125.74,81.07,19.78,0,0,organic
paper,84.4,94.72,13.23,0,1,recyclable
metal,87.69,13.59,13.98,0,1,recyclable
organic,179.58,49.76,14.2,0,0,organic
metal,185.68,21.42,5.99,0,1,recyclable
metal,17.48,6.01,19.5,1,1,recyclable
paper,164.82,32.55,9.98,0,1,recyclable
e-waste,203.92,14.37,16.11,0,0,hazardous
glass,213.44,70.99,19.29,1,1,recyclable
paper,151.22,53.37,12.41,0,1,recyclable
organic,56.56,14.38,6.09,0,0,organic
e-waste,157.8,0.92,1.0,0,0,hazardous
organic,67.84,80.82,11.81,0,0,organic
e-waste,99.42,17.62,13.25,0,0,hazardous
organic,142.98,60.62,9.1,0,0,organic
paper,71.71,33.69,12.68,0,1,recyclable
e-waste,51.22,58.55,14.15,0,0,hazardous
e-waste,147.95,31.57,16.97,0,0,hazardous
metal,232.03,8.69,10.86,0,1,recyclable
metal,194.59,22.3,11.77,0,1,recyclable
plastic,162.43,18.81,11.11,0,1,recyclable
organic,178.75,42.8,12.17,0,0,organic
metal,158.26,65.83,9.43,1,1,recyclable
plastic,146.99,26.38,9.41,0,1,recyclable
metal,173.92,1.21,9.72,0,1,recyclable
organic,37.9,51.89,12.78,0,0,organic
e-waste,131.97,60.58,7.76,0,0,hazardous
glass,115.14,96.29,9.75,0,1,recyclable
organic,124.73,58.95,21.04,1,0,organic
paper,92.32,47.12,16.48,1,1,recyclable
metal,151.23,57.34,7.21,1,1,recyclable
metal,70.92,92.79,16.32,1,1,recyclable
e-waste,87.97,82.84,15.14,1,0,hazardous
paper,80.77,32.3,11.48,0,1,recyclable
e-waste,171.84,23.73,8.46,0,0,hazardous
paper,119.3,26.26,7.89,0,1,recyclable
glass,92.35,50.44,13.12,0,1,recyclable
metal,97.59,74.4,7.77,0,1,recyclable
metal,120.23,50.32,17.49,0,1,recyclable
glass,217.33,6.78,18.9,0,1,recyclable
plastic,45.81,72.36,11.79,0,1,recyclable
e-waste,160.53,80.6,17.69,0,0,hazardous
glass,148.31,28.95,9.94,0,1,recyclable
e-waste,67.02,66.41,8.43,1,0,hazardous
organic,208.01,42.66,17.5,0,0,organic
metal,152.36,88.91,19.9,1,1,recyclable
e-waste,89.54,84.52,21.82,0,0,hazardous
paper,8.44,52.54,13.66,0,1,recyclable
e-waste,133.75,69.15,16.31,0,0,hazardous
organic,117.32,88.33,13.55,0,0,organic
metal,58.16,49.57,19.02,0,1,recyclable
glass,57.38,31.33,14.17,0,1,recyclable
organic,172.11,75.37,16.03,0,0,organic
metal,5.0,22.01,6.32,1,1,recyclable
e-waste,138.86,38.85,10.84,0,0,hazardous
plastic,108.75,86.57,16.07,0,1,recyclable
plastic,149.83,72.44,15.62,0,1,recyclable
paper,102.34,40.38,16.49,0,1,recyclable
metal,137.6,21.47,12.6,0,1,recyclable
plastic,75.43,35.6,8.74,0,1,recyclable
glass,117.05,28.41,11.71,0,1,recyclable
metal,149.35,17.61,12.24,0,1,recyclable
glass,129.05,74.33,13.21,0,1,recyclable
glass,142.82,25.21,7.16,0,1,recyclable
plastic,64.32,45.42,10.67,0,1,recyclable
metal,84.56,38.59,11.56,0,1,recyclable
e-waste,85.6,98.21,1.0,0,0,hazardous
organic,103.41,39.11,16.16,0,0,organic
plastic,201.51,8.0,12.82,0,1,recyclable
plastic,98.75,8.98,13.33,0,1,recyclable
e-waste,51.39,59.08,9.42,1,0,hazardous
metal,152.5,59.94,14.93,0,1,recyclable
metal,200.8,41.88,7.84,0,1,recyclable
glass,44.33,43.18,8.63,0,1,recyclable
e-waste,238.37,5.39,15.14,1,0,hazardous
e-waste,144.91,51.65,13.79,0,0,hazardous
metal,182.03,50.47,5.61,1,1,recyclable
glass,208.02,14.95,19.89,0,1,recyclable
plastic,178.36,10.38,8.21,0,1,recyclable
paper,113.37,12.36,11.34,0,1,recyclable
organic,193.06,10.1,20.73,0,0,organic
plastic,135.28,60.97,1.7,0,1,recyclable
metal,185.43,19.65,3.47,0,1,recyclable
organic,191.99,25.14,14.21,0,0,organic
paper,54.55,17.36,1.0,0,1,recyclable
paper,167.66,95.78,1.78,0,1,recyclable
glass,109.09,85.46,17.88,0,1,recyclable
organic,128.29,23.05,9.96,1,0,organic
glass,127.63,32.76,22.98,0,1,recyclable
plastic,125.22,20.99,6.83,0,1,recyclable
e-waste,211.41,49.19,10.41,0,0,hazardous
e-waste,38.01,1.96,14.7,1,0,hazardous
e-waste,16.66,67.14,14.36,0,0,hazardous
organic,5.0,52.32,10.73,0,0,organic
e-waste,184.15,89.86,8.76,1,0,hazardous
plastic,73.59,16.44,13.16,1,1,recyclable
glass,127.93,80.41,18.88,0,1,recyclable
organic,113.12,79.2,15.81,0,0,organic
glass,66.82,12.72,8.84,0,1,recyclable
organic,171.09,39.86,7.04,0,0,organic
glass,112.35,17.02,8.54,1,1,recyclable
paper,105.74,25.47,5.63,1,1,recyclable
glass,133.97,26.32,12.74,0,1,recyclable
e-waste,163.25,55.62,16.07,0,0,hazardous
paper,62.46,41.14,11.64,0,1,recyclable
glass,172.38,94.77,20.6,1,1,recyclable
organic,206.99,12.64,20.88,0,0,organic
organic,34.43,97.37,13.54,0,0,organic
organic,136.7,23.06,15.51,0,0,organic
metal,101.7,77.29,7.5,0,1,recyclable
